batch_number,swipe_file_name,product_category,platform,ad_id,authority_used,copy_tone,cta_type,cta_urgency,duration,emotional_journey,format_type,hook_strength,hook_type,hook_verbatim,mechanism,notes,objection_handling,offer_mentioned,overall_score,pacing,problem_identified,product_type,social_proof_elements,standout_element,visual_style,weaknesses
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(27).mp4,None,"Conversational, Empathetic, Urgent",Click the link below to purchase,"Yes - ""Don't wait because these are gonna sell out.""",45,Vulnerability/Embarrassment → Visual Proof/Relief → Product Introduction/Mechanism → FOMO/Action,"Talking Head, Before/After, Product Demo, Testimonial",4.5,Curiosity Gap,"""I'm almost embarrassed to post this..""","The cream contains a ""2.5 Matrixyl burst"" (likely referring to a peptide complex), hyaluronic acid, and caffeine to tighten, lift, and firm the skin.","This is a textbook example of an effective UGC ad for social media. The text overlays are simple but highlight the key pain points and benefits effectively. The creator's delivery feels unscripted and genuine, and ending with scarcity (""gonna sell out"") is a strong push for immediate conversion.","She addresses potential skepticism about whether she actually uses the product by opening the jar to show it is nearly empty, stating she uses it ""religiously twice a day.""",None,8.0,Medium,"Double chin and a wrinkly, ""crepey"" neck caused by looking down at a cell phone all day (""tech neck"")",Neck tightening lift cream,Before/After,"The combination of a highly relatable, vulnerable hook (""embarrassed to post this"") followed immediately by visual proof (the before/after split screen) establishes instant trust.",Raw/authentic,"The lighting is somewhat dim and yellow, and the speaker slightly mumbles the specific active ingredients (""Matrixyl burst""), which might confuse viewers looking for scientific backing."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(28).mp4,None,"Conversational, Empathetic",Implicit - Add to Cart,No,38,Problem Agitation → Hope → Anticipation → Proof/Relief → Desire/Action,"Talking Head, Testimonial, Product Demo",4.0,Problem Agitation,"""The serum your neck's been missing""",The specific formulation (Edelweiss) in Boost Lab Edelweiss Neck Firming Serum works over 14 days to firm and lift the skin.,"The dynamic, word-by-word text overlays are highly effective. The jump cut to the ""after"" segment is smooth, but an on-screen text card for the timeline would improve clarity. Production quality is balanced for social media.",Addresses skepticism through a 14-day trial,None,8.0,Medium,"Aging neck skin, sagging, crepiness, and necklines",Neck firming serum,"Reviews, Personal Testimonial","The authenticity of the creator and the ""check back in 14 days"" narrative structure are excellent for building trust.","Raw/authentic, UGC-style","Lack of a visual side-by-side ""Before and After"" shot and a clear, direct CTA or offer at the end."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(29).mp4,None,"Conversational, Empathetic",None,No,30,Insecurity -> Action -> Confidence,"Talking Head, Product Demo, Testimonial",4.0,Problem Agitation,"""I used to check every mirror for how much my neck shows.""","A convenient spray serum that helps maintain firmness, smoothness, and an even skin tone.","The ad is strong on emotional connection, effectively targeting relatable pain points regarding aging. The product's unique spray application is well-highlighted as a convenience factor, making it appealing for daily use.",Addresses the potential hassle of adding a new skincare step by emphasizing it's a 'quick spritz' that is 'easy to build into your daily routine'.,None,7.0,Medium,Aging insecurities related to the appearance of the neck and chest.,Neck and chest serum spray,Testimonial,The visual wardrobe change from a high-neck leather jacket to an off-the-shoulder top effectively illustrates the emotional transformation from hiding to feeling confident.,"Bright, casual, personal vlog-style","The ad lacks a direct call to action at the end and does not provide concrete visual proof of the product's efficacy, such as before and after photos."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(30).mp4,None,"Conversational, Empathetic",Grab it today / Try Frøya Organics Now,Yes - before they sell out again or before the price goes up,58,Problem → Empathy → Hope → Solution → Urgency → Action,"AI UGC, Talking Head, Product Demo, Before/After",5.0,Bold Claim,"""Turkey neck is NOT permanent, THIS is how I reversed it in 2 weeks""","Uses an ancient Norwegian formula with 100% safe Arctic plant extracts (sea buckthorn, arnica montana, rosehip) that work at a cellular level to firm, tighten, and restore the skin barrier.","The script follows a classic direct-response formula perfectly, hitting all the right psychological triggers. Dynamic captions with highlighted keywords keep the viewer engaged throughout the fast-paced delivery. The use of an AI avatar is a clever, cost-effective way to generate targeted UGC, even if the technology isn't 100% flawless yet.","Addresses safety concerns by stating there are no harsh chemicals or synthetic fillers, and removes financial risk with a money-back guarantee.",60-day money-back guarantee,8.0,Fast,"Turkey neck, crepey neck skin, and sagginess after weight loss",Anti-aging neck and face balm,"Before/after split screen, photo of previous 'turkey neck'","The strong visual hook of the before/after split screen combined with a highly relatable, specific pain point (sagging skin after weight loss over 50).",Raw/authentic UGC style in a home bathroom setting,"The AI avatar's lip-sync and facial movements are slightly unnatural, which could trigger skepticism or the 'uncanny valley' effect for some viewers."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(31).mp4,None,"Conversational, Educational",Implied 'Shop Now',"Yes - She mentions, ""I think they're having a sale right now.""",81,Problem Agitation → Blame → Solution Introduction → Demonstration & Proof → Action,"Talking Head, Product Demo, Before/After",5.0,"Bold Claim, Warning/Alert","""The reason your hair refuses to grow past a certain point and keeps breaking off is because you're still using American hair care.""","The serum uses ingredients that are more than 16 times smaller than pores, allowing for easy absorption into the scalp without weighing the hair down or causing build-up. Additionally, the built-in brush applicator massages the scalp to increase circulation and encourage growth.","The ""us vs them"" framing (American vs Korean hair care) is a highly effective marketing angle that capitalizes on the rising popularity and trust in K-beauty. The creator's unpolished, everyday appearance makes the ad feel like a genuine recommendation from a friend rather than a scripted commercial. However, the mirrored video is a technical oversight that obscures the brand identity.",Addresses the common objection of hair products weighing down fine/curly hair or making it greasy. Also addresses ingredient degradation by highlighting the packaging that keeps ingredients fresh.,"A current sale is mentioned, though no specific discount details are provided.",8.0,Fast,"Hair refusing to grow past a certain length, breaking off, lack of curl definition, fine/curly hair getting weighed down by products, thinning hair, scalp build-up, and hair fall.",Hair growth serum / ampoule with a brush applicator,"Before/afters, user counts, clinical statistics","The controversial and bold opening statement blaming ""American hair care,"" paired with the creator's visibly healthy, voluminous curly hair serving as immediate visual proof of her current routine.","Raw/authentic, UGC style","The brand name is confusing due to incorrect auto-captions and the video being mirrored, making the product label backwards and hard to read. The Call to Action is also a bit passive."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(32).mp4,None,"Conversational, Enthusiastic","Soft engagement CTA: ""Stay consistent. And come back in a few months and show me your hair growth.""",No,39,Problem (Bald spot/thinning) → Hope (You can fix it too) → Solution (Korean ampoule) → Proof (Showing her own new hair growth) → Action (Use consistently),"Talking Head, Product Demo, Text-on-screen, UGC",4.0,"Transformation Promise, Problem Agitation","""If I can grow out this bald spot, I'm here to tell you that you're able to grow out your hair too with the right products and no it's not minoxidil.""","A Korean hair growth ampoule featuring a built-in massaging comb applicator that delivers a lightweight, water-like, non-greasy serum directly to the scalp for easy daily use.","The creator's fast-paced delivery and direct eye contact make the video highly engaging. By immediately addressing common objections (minoxidil, greasy residue), the ad effectively lowers the barrier to entry for viewers skeptical of hair growth products.","Directly addresses the aversion to harsh chemicals (""no it's not minoxidil"") and the common complaint of hair products making hair dirty (""feels like water, nothing greasy, nothing crazy"").",None,8.0,Fast,"Bald spots, thinning edges, and hair loss around the hairline.",Hair growth serum/ampoule,"Personal visual proof (creator shows her own new baby hair growth), and a bold claim that it is ""Korea's number one hair growth ampoule at the moment.""","The combination of showing tangible personal results (the baby hairs) and demonstrating the unique, easy-to-use comb applicator head.","Casual, authentic UGC selfie-style. Well-lit, close-up shots focusing on the creator's hairline and the product.","The ad lacks a direct, actionable CTA (e.g., ""Click the link to buy""). It also relies on the viewer reading the brand name off the bottle, as it isn't clearly spoken."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(33).mp4,None,Conversational,Check out the link below to see the other reviews!,No,64,"Frustration (thinning hair) → Hope (trying a new product) → Relief (less shedding, non-greasy) → Anticipation (waiting for future growth)",Talking Head,4.0,Problem Agitation,"""If you're in your 40s and your hair is struggling, you are not alone. This is literally all of my hair.""",A hair growth ampoule applied directly to the scalp using a built-in massaging comb applicator to nourish the scalp and reduce shedding.,"This is a highly effective UGC ad because it prioritizes authenticity over exaggerated claims. By managing expectations and highlighting a realistic short-term win (less hair in the brush/drain), it successfully appeals to a skeptical demographic that has likely been burned by 'miracle' hair growth products in the past.","Addresses the common issue that hair oils make fine hair look greasy by explicitly stating and showing that this product dries clean and non-greasy. Also preempts skepticism by honestly admitting it's too early to see new growth, focusing instead on the immediate benefit of reduced shedding.",None,8.0,Medium,"Thinning hair and excessive hair shedding in women, specifically targeting those in their 40s.",Hair growth ampoule/serum with comb applicator,"Personal testimonial, text prompt to read other customer reviews","The creator's transparent admission that it's 'too early to say whether or not my hair is actually going to grow' builds immense trust, making her claim about reduced shedding much more believable.","Casual, authentic, selfie-style UGC shot in a home bathroom setting","The video lacks a strong verbal Call to Action at the end, relying entirely on a text overlay to drive clicks."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(34).mp4,None (relies on the general authority/reputation of 'Korean hair care').,"Conversational, Urgent",Grab yours right now (via the orange shopping cart).,Yes - urges viewers to buy 'before they sell out again' because 'they just restocked them'.,45,Insecurity (friend's comment) -> Discovery (Korean secret) -> Demonstration/Education -> Hope/Results -> Urgency -> Action.,"AI UGC, Talking Head, Product Demo",4.0,Problem Agitation,"""My Korean friend saw my hairline and said that I'm chopped.""","Focuses on scalp health; the serum wakes up hair follicles to make the scalp healthier, allowing hair to grow back thicker and stronger.","This is a strong example of AI-generated UGC tailored for TikTok/Shorts. The script structure is excellent: it hooks the viewer with a relatable insecurity, introduces a 'foreign secret' solution, demonstrates the product, explains the simple mechanism, and ends with strong scarcity-based urgency. The dynamic text overlays keep attention, though the AI visual quality could be improved.","Addresses the objection of waiting too long to treat hair loss: 'Don't wait till it's obvious, start taking action early so you can actually save your hairline.'",None,7.0,Fast,Hair thinning and a receding hairline.,Hair growth serum/ampoule with a built-in massaging applicator brush.,"Claims to be the 'number #1 hair growth serum in korea', 'mega viral right now', and has 'thousands of positive reviews'.","The highly relatable, slang-driven hook ('chopped') combined with the immediate visual demonstration of the unique product applicator on the scalp.","Raw/authentic, UGC-style, casual bedroom setting with LED background lighting.","The AI avatar's lip-syncing and facial movements are slightly uncanny and stiff. There is a glaring typo in the captions at 0:03 ('semen' instead of 'serum'), which might be intentional engagement bait but could be off-putting to some."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(35).mp4,None,"Conversational, Educational",None explicitly spoken or shown on screen,No,50,Relatable Problem → Hope → Proof → Desire → Conclusion,"Talking Head, Product Demo, Text-on-screen, AI UGC",4.5,"Curiosity Gap, Transformation Promise","""This is how I fake 8 hours of sleep... I have just woken up. I got four hours of sleep last night...""","Caffeine formulation to depuff and brighten the under-eye area, combined with a cooling application method (storing it in the fridge).","The production quality perfectly mimics organic TikTok/Reels content, which is highly effective for modern social media advertising. The text overlays are clean and keep the viewer engaged even if watching on mute. Adding a simple end-card or verbal CTA would significantly boost its conversion potential.","Addresses the potential objection of a complicated skincare routine by stating, ""It's so quick and so easy.""","No specific offers, discounts, or guarantees are mentioned.",7.5,Medium,"Tired, puffy under-eyes and dark circles caused by a lack of sleep.",Skincare / Eye Cream,Real-time product demonstration,"The practical, value-add tip to leave the product in the fridge overnight. This makes the video feel like a genuine ""life hack"" rather than just a product pitch.","Raw/authentic, UGC-style","The complete lack of a Call to Action (CTA). While it works great as an organic, top-of-funnel awareness piece, a direct-response ad needs a clear next step for the viewer (e.g., ""Tap the link to get yours,"" or ""Available at Sephora"")."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(36).mp4,Scientific explanation of Retinal vs Retinol; Mention of it being a South Korean brand (K-Beauty reputation).,"Conversational, Educational",Direct purchase link ('TikTok shop link below'),No,51,Problem → Hope → Proof → Desire → Action,"Talking Head, Text-on-screen, Product Demo, Before/After, Tutorial",4.0,"Problem Agitation, Curiosity Gap","""If you have this or this, save this video cause it's gonna help you a lot.""","Retinal (with an A), which works 11 times faster than retinol to stimulate collagen production, combined with a peptide complex.","The initial hook is very effective by visually showing the exact problems (eyebags, neck lines) the viewer might have, ensuring the right audience stays.",Addresses potential skin sensitivity by advising to start using it only twice a week and gradually increase.,None,8.0,Medium,Eyebags and neck lines/wrinkles.,Retinal eye and neck cream (Skincare),Personal before and after photos showing reduced eyebags.,"The clear, educational distinction between Retinol and Retinal, backed by personal visual proof.","Casual, UGC-style, direct-to-camera in a bedroom setting with image overlays and text.",Doesn't show the actual texture or application of the product on the skin.
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(37).mp4,None,Conversational,Check it out at the link below,No,50,Problem → Solution → Desire → Action,"Talking Head, Product Demo",4.0,Question,"""If you're not using a depuffing, firming, moisturizing rollerball eye treatment in the morning, what are you even doing?""","A rollerball applicator delivers a serum infused with hyaluronic acid, caffeine, and peptides to actively depuff, moisturize, and firm the under-eye area.","This is a classic, native-feeling UGC ad perfect for TikTok or Instagram Reels. The creator's energy is engaging and the setting builds immediate trust. However, the lack of on-screen text is a significant missed opportunity for accessibility and capturing attention in silent feeds.",None,On sale for less than $8,7.0,Medium,"Puffy, tired-looking eyes in the morning",Rollerball eye serum,None,"The highly relatable, unfiltered morning routine setting (complete with a hair towel and fresh face) makes the product recommendation feel like genuine advice from a friend.",Raw/authentic,"The video lacks text overlays or captions, making it completely ineffective for viewers watching on mute. The creator also briefly fumbles the brand name, though this could be argued as adding to the authenticity."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI_38.mp4,None,"Conversational, Empathetic, Authentic",Click the shopping cart down below,"Yes - ""Get this while you can in the TikTok shop,"" ""They sell out really fast,"" and ""It's on sale right now.""",360,Relatable Problem → Solution Introduction → Live Proof → Competitor Takedown → Desire → Action,"UGC, Talking Head, Product Demo, Before/After",4.0,Transformation Promise,"""Good morning friends. This is what reality looks like for a 56-year-old woman.""","A clay-based color corrector that uses light peach tones to neutralize under-eye darkness without acting like a heavy, cakey concealer, applied with a specialized soft brush to avoid pulling delicate skin.","The creator's vulnerability in showing her bare, unedited face in natural sunlight builds immense trust and credibility. The ""dupe takedown"" is a brilliant sales tactic that justifies the price point. However, to be highly effective as a paid ad, this footage needs to be aggressively trimmed down to a punchy 60-90 second highlight reel.","Addresses the temptation to buy cheaper knock-offs by physically unboxing a ""dupe,"" demonstrating its poor quality applicator, and showing how it fails to blend well compared to the authentic Tarte product.","$21 for the color corrector, which includes a free soft blending brush (stated as a $12-$15 value).",7.0,Slow,"Dark under-eye circles, looking tired/like a ""zombie,"" and aging skin.",Under-eye color corrector,"Live real-time before/after demonstration on her face, mentions of the product selling out fast.","The live, side-by-side comparison of the authentic Tarte product versus a cheap dupe she bought out of desperation, effectively proving the superior quality and value of the real product.","Casual, authentic, unfiltered home setting (bedroom), ""Get Ready With Me"" aesthetic.",The 6-minute duration is exceptionally long for a standard video ad; the slow pacing and lack of concise editing will likely cause a massive drop-off in viewer retention.
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(39).mp4,None,"Conversational, Empathetic",Try something different (Purchase with discount),"Yes - Highlights a current 64% off sale and says ""this is the moment to try something different.""",61,Frustration (looking older/tired) → Discovery (learning about balms) → Relief (skin looks alive/rested) → Confidence → Action,"Talking Head, Voiceover + B-roll, Text-on-screen, Product Demo, Before/After, Testimonial",4.0,Transformation Promise,"""This is a story about how I started feeling confident about my face again at 51.""","Unlike traditional face products that sit on the surface, this balm blends into the skin to provide a light, non-greasy finish that works with mature skin.","The ad effectively leverages a personal, storytelling approach to connect with its target audience. By explicitly mentioning age ('at 51', 'over 50'), it immediately qualifies the viewer. The transition from the problem (throwing away old makeup) to the solution (the balm) is smooth and logical.","Addresses the fear of heavy makeup by stating ""It feels light, not greasy"" and ""This isn't about covering your face. It's about feeling comfortable in your skin again.""",64% off,8.0,Medium,"Dull, flat, tired, and uneven mature skin where traditional makeup sits on the surface and looks gray by midday.",Skin Tint Balm,Before/after visuals,"The highly relatable, vulnerable narrative targeting a specific demographic (women over 50) paired with clear visual demonstrations of the product application.","Clean, well-lit, authentic UGC vlog style","The final 'after' shots feature full glam makeup (heavy eyeshadow, bright lipstick), which makes it difficult to isolate the specific benefits and finish of just the skin tint balm."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(40).mp4,"A woman in a grey coat speaking into a podcast microphone is used repeatedly as an authoritative, educational figure, though no specific medical credentials are provided.","Educational, Empathetic, Conversational",Click below and try makeup that finally works with your skin.,No,91,Frustration → Education → Hope → Relief/Confidence → Action,"AI UGC, Talking Head, Voiceover + B-roll, Text-on-screen, Product Demo, Listicle",5.0,Warning/Alert,"""Three mistakes women over 50 make when trying to deal with foundation settling into lines and what to do instead.""","A lightweight skin tint balm infused with hyaluronic acid, biotin, and vitamin E that is designed to ""work with skin that has changed instead of sitting on top of it.""","The script is structurally excellent for direct response (Hook -> Agitate -> Educate -> Introduce Solution -> Mechanism -> Offer). The use of the ""podcast"" framing for the educational segments adds perceived authority. The 3D animation of the ingredients penetrating the skin is a classic and effective visual tool to explain the mechanism. However, the heavy reliance on AI dubbing is noticeable.","Addresses the common behavioral objection of trying to fix the problem by ""adding more product"" or ""layering foundation,"" explaining why that fails and offering a lighter alternative.","Buy One, Get One Free offer.",8.0,Fast,"Traditional liquid foundations settling into fine lines and wrinkles, emphasizing skin texture, and not adapting to mature, darker skin.",Skin Tint Balm,"Dozens of rapid-fire clips showing a diverse array of mature women applying makeup, struggling with skin issues, and eventually smiling with smooth skin. The voiceover states, ""Women say their skin looks more even...""",The sheer volume and diversity of mature women featured in the B-roll. It makes the ad incredibly relatable to the target audience and visually reinforces that this is a widespread issue.,"Raw/authentic UGC style mixed with a polished ""podcast"" setup and a brief 3D clinical animation of skin layers.","The voiceover and many of the talking-head clips appear to be AI-generated or AI-dubbed. The lip movements often do not match the audio, which can create an ""uncanny valley"" effect and potentially lower trust among viewers who notice it."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(41).mp4,None,"Conversational, Educational",Lock in 15% OFF for life,Yes - 'Lock in' implies a limited opportunity to secure the lifetime discount,36,Curiosity → Education → Proof → Desire → Action,"Talking Head, Product Demo, Text-on-screen",3.0,Pattern Interrupt,"""Because it's an eye balm, it's also like sealing everything in.""","Uses a new ingredient called 'Probiolift' featuring microfine crystals that, when activated by rubbing, penetrate the skin to boost collagen production.","The ad effectively uses a tactile demonstration to explain the product's unique mechanism, making it more memorable. The lifetime discount offer is a strong incentive. However, the abrupt start might cause some viewers to scroll past before getting fully engaged.",Addresses price/value by stating it's 'worth every single penny' and the user would 'pay double for it',15% OFF for life,7.0,Fast,"Crows feet, 11s lines, and loss of skin elasticity around the eyes",Anti-aging eye balm,None,The visual demonstration of the 'microfine crystals' on the finger and the explanation of rubbing them to 'activate' the ingredients makes the product feel potent and unique.,"Casual, close-up UGC aesthetic with bright lighting","The video starts mid-sentence ('Because...'), which can be jarring. Additionally, the creator's face is noticeably red, which is unexplained and could be distracting."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(42).mp4,None,"Empathetic, Aspirational",Switch now / Purchase,Yes - Mentions 'right now' to take advantage of the discount.,69,"Curiosity (30-day timeline) -> Empathy (struggles with dull makeup) -> Aspiration (healthier, smoother skin) -> Relief (less time fixing makeup) -> Action","Voiceover + B-roll, Text-on-screen, Product Demo, AI UGC",5.0,Curiosity Gap,"""If a woman over 40 used this skin tint every day for 30 days, this is what she would notice first.""","A lightweight skin tint stick that doesn't try to mask the skin, but quietly improves how it looks and feels, working with mature skin to make it look smoother and more rested.","The ad does an excellent job of using diverse, authentic-looking UGC clips to appeal to a broad demographic of women over 40. The pacing is quick, and the text overlays perfectly mirror the voiceover, making it accessible even with the sound off.",Directly addresses the common complaint of heavy foundation by stating there is 'no heavy layer' and it 'doesn't try to mask skin'.,64% off,8.0,Fast,"Heavy, dull, or grey-looking base makeup that fights against mature skin, making it look tired rather than enhanced.",Skin tint stick (CoveBalm),"Numerous UGC-style clips of diverse women of various ages applying the product and showcasing their glowing, natural-looking skin.","The chronological storytelling framework ('Day one', 'Two weeks in', 'One month in') effectively hooks the viewer and keeps them watching to see the progression of benefits.","Raw/authentic, UGC-style, lifestyle","The brand and product name (CoveBalm) are not mentioned until the very end of the video, which could lose viewers who drop off early. The voiceover is noticeably AI-generated."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(43).mp4,"The brand mentioned is ""Dr. Whitney Bowe,"" implying dermatological authority. The speaker (Bethenny Frankel) acts as a strong celebrity/influencer authority.","Conversational, Aggressive",None,No,38,"Problem (dry, red, post-treatment skin) → Solution (applying the serum) → Proof (visible immediate hydration) → Confidence (""This hoe has a glow"").","Talking Head, Product Demo",4.0,Bold Claim,"""Look at my skin, we're still going, we're still going.""","Uses a ""P46 Plumping Peptide Hyaluronic Serum"" to provide plumpness, glow, hydration, and improve makeup absorption.","This ad heavily leverages the raw, unfiltered UGC aesthetic, which is highly effective for modern social media consumption. The visual of her bright red skin acts as a powerful pattern interrupt. While engaging, its lack of direct response elements makes it better suited for top-of-funnel brand awareness rather than immediate conversion.","Addresses her red skin immediately by explaining she just had a treatment, preempting viewer confusion or negative judgment before demonstrating the product's soothing/hydrating effects.",None,7.0,Fast,"Post-treatment skin redness, dryness, and the need for intense moisture and hydration.",Skincare Serum,"Personal testimonial, real-time product demonstration showing immediate results.","The extremely raw, unpolished visual of her red skin combined with her intense, fast-talking, and highly confident delivery makes it impossible to look away.","Raw, unfiltered, selfie-style video shot in a bathroom, featuring the speaker in a bathrobe for an authentic, behind-the-scenes feel.","The ad completely lacks a clear Call to Action (CTA) or any specific offer, relying entirely on brand recognition and influencer trust rather than direct-response tactics."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(44).mp4,AI-generated doctor/medical professional avatar,"Educational, Clinical/Scientific, Conversational","Soft-sell / Informational (""I'll link it below"")",No,59,Problem Awareness (Jowls) → Disappointment/Fear (Risks of popular treatments) → Education/Hope (Discovering Red Light & Microcurrent) → Solution (The combined device) → Action (Link below),"AI UGC, Doctor Avatar, Talking Head, Text-on-screen, Listicle",4.5,"Curiosity Gap, Authority Statement, Problem Agitation","""Rating The Most Popular Jowl Treatments (Brutally Honest)"". Spoken: ""Jawline filler. I give that a 2 out of 10.""",A combination of Microcurrent Stimulation (to activate facial muscles and improve lymphatic drainage) and Red Light Therapy (to stimulate collagen production).,"The text overlays are well-executed, highlighting key phrases in yellow to keep visual retention high. The use of a synthetic voice with a British accent paired with an American-style doctor's office is a slight mismatch, but likely won't deter the average scroller. The transition from general education to the product pitch is very smooth.","The entire first half of the ad handles objections to *other* treatments (fillers are risky/expensive/migrate; face yoga doesn't rebuild firmness; surgery is invasive/expensive/long recovery). This positions the pitched product as the safe, non-invasive, painless, and cost-effective alternative.",None,8.0,Medium,"Sagging jowls, loss of firmness in the lower face, and the risks/ineffectiveness of popular treatments for this issue.",at-home beauty device (combining microcurrent and red light therapy),"Claims of being ""clinically studied"" and ""dermatologist recommended.""","The ""throw rocks at the enemy"" script structure. By having an ""authority figure"" harshly critique expensive and popular treatments (fillers, surgery) first, it builds immense trust and credibility before introducing the actual product as the ultimate solution.","Clean, clinical, and polished","The AI avatar's lip-sync and slight lack of natural micro-expressions might trigger the ""uncanny valley"" effect for some viewers, potentially breaking trust. Furthermore, the ad never actually shows the product being sold, nor does it show any visual proof (before/afters) of the device working."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(45).mp4,None,"Direct, Promotional",None,No,8,Anticipation → Realization,"Before/After, Text-on-screen",4.0,Transformation Promise,"""Full Face Tox results in 5 days""",Full Face Tox Treatment (implied neurotoxin injections),"The production quality is basic, mimicking organic User-Generated Content (UGC). The audio relies solely on an AI/robotic voice simply stating the days of the week, leaving the text overlays to do all the heavy lifting for the marketing message. The text overlays are clean, static, and easy to read.","Addresses the common question of ""how long does it take to work?"" by visually demonstrating the 5-day timeline.",Price of $159,6.0,Fast,Facial wrinkles and lines,Cosmetic Injectable Treatment,None,"The rapid, day-by-day visual progression combined with the highly visible, upfront pricing.","Selfie-style, quick-cut montage","There is no explicit Call to Action telling the viewer what to do next. The visual transformation is also quite subtle, making it slightly difficult to see a dramatic difference between Monday and Friday."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(46).mp4,Professional hairstylist speaking from a salon setting.,"Educational, Empathetic",Click the link below to purchase.,No,234,Frustration/Validation -> Education -> Hope/Solution -> Relief/Joy -> Action,"Talking Head, Listicle, Product Demo, Voiceover + B-roll",5.0,Warning/Alert,"""Four curling tools I would never recommend to my clients with bobs and I see women over 50 buying these every week.""","An automatic cordless curler featuring a barrel width specifically engineered for short hair, a cool-touch protective shell to prevent burns, and calibrated low-heat settings to protect fine, mature hair.","The ad excels at problem agitation by not just showing the struggle, but explaining the mechanical reasons why common tools fail for short hair. By validating the user's frustration and blaming the tools rather than their technique, the stylist builds immense trust and makes the proposed solution highly compelling.","Addresses fear of burns (cool-touch shell), fear of hair damage (low heat settings), difficulty of use (cordless, lightweight, automatic timer click), and explains why competitor automatic curlers fail for short hair (barrel width).",None,9.0,Medium,"Difficulty curling short, mature hair (bobs), resulting in dropped curls, hair damage, awkward styling angles, and neck/hand burns from traditional tools.",Automatic Hair Curler,"Multiple video clips of women in the target demographic successfully using the product at home, smiling, and showing off their styled hair.","The highly specific demographic targeting combined with a logical, detailed teardown of why competitor products fail for this exact group, shifting blame from the user to the tools.","Clean, bright professional salon footage mixed with relatable, well-lit UGC-style home demonstration clips.","The video is exceptionally long for a standard social media ad, and the brief pitch for a secondary product (heat protectant spray) near the end slightly dilutes the focus."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(47).mp4,None,"Conversational, Empathetic","Click link below, Try it today",No,166,Problem/Insecurity → Hope → Proof → Reassurance → Action,"Talking Head, Product Demo, AI UGC",4.0,Problem Agitation,"""At 51 years old now, these age spots, sun spots, veins, dark circles, the redness...""",The product is designed for women over 40. It glides on like butter and provides full coverage without settling into fine lines and creases.,"The use of bold, colorful on-screen text overlays to highlight pain points and guarantees is very effective for viewers watching with sound off. The creator's delivery feels incredibly natural and unscripted.","Addresses concerns about wrinkles, shade matching, and product satisfaction with guarantees.","Risk-free trial, 30-day money-back guarantee, Shade Match Guarantee",8.0,Medium,"Aging skin concerns: age spots, dark circles, redness, fine lines, wrinkles",Liquid Foundation,"Creator's testimonial, Live product demonstration","The live, real-time product demonstration, showing instant coverage on one side of the face, is the most compelling part.","Raw/authentic, lifestyle UGC, selfie-style in a home environment","The ad's duration of nearly 3 minutes is quite long for a social media ad, potentially impacting viewer retention."
